0,10,20,30,40,50,60,70,80,90,100
0.235315669909598,0.18900943376341,0.192166872948668,0.133405275798225,0.139000710827146,0.123683777271191,0.114303473715172,0,0,0,0
0.227272802015574,0.214285445861478,0.214821878945947,0.147857513652276,0.102750206263626,0.0954244754189668,0.0946094925808081,0,0,0,0
0.225604503324821,0.180454193998208,0.167029121264721,0.130534651412139,0.124618069042945,0.100493881722584,0.109435305728598,0,0,0,0
0.189227119618941,0.218169655227171,0.182325902787597,0.167341523068207,0.136269468690984,0.116718648087556,0.0827208074670683,0.108699158350942,0,0,0
0.23730889818876,0.225269850764543,0.172709188233953,0.160623707029508,0.110201442230324,0.116975288854455,0.102457003602963,0,0,0,0
0.217637735825478,0.221786268592752,0.140361743730748,0.16094618981872,0.109061810291017,0.127216259896221,0.120980147807084,0.0819777710778331,0,0,0
0.188024250242511,0.194630565015505,0.174575668676358,0.133005882908399,0.106098498747349,0.103842270214874,0.0982431670691223,0.0771882171869189,0,0,0
0.227114519119864,0.221679332313727,0.16456882550866,0.15133137377448,0.170083156297258,0.11564268447178,0.0963255437114332,0.0879305137480686,0.0745106584156539,0,0
0.236420523995127,0.224787733877615,0.13915193063929,0.146759737097712,0.103579961388087,0.133089865508256,0.0904042390146856,0.0953917571728747,0,0,0
0.2229020272025,0.201267991839506,0.178372419251722,0.155658798370023,0.176032196975671,0.116406378205436,0.0917710806459308,0,0,0,0
0.251053170015213,0.176404073090131,0.197686516782264,0.148862978595588,0.136436677828083,0.123505571401762,0.102170157178865,0,0,0,0
0.20639029621763,0.213945947108948,0.119493884651706,0.149821423421197,0.123777781431853,0.10828834243271,0.120285530596018,0,0,0,0
0.201938676953613,0.19775249493939,0.157675702515347,0.179595823738275,0.102745342095702,0.112208562991204,0.0945377704432182,0,0,0,0
0.192943674598818,0.181374310475415,0.189175268483672,0.165875848728812,0.145090645503114,0.121110846283066,0.10542046934758,0,0,0,0
0.224824789454069,0.174932189748164,0.215486559800646,0.174491523496221,0.113181876559591,0.130003902887942,0.091206842316472,0,0,0,0
0.199928325714556,0.216089071203961,0.216155457552186,0.186691211519498,0.127651581690331,0.108368578732203,0.0956588885734733,0.0724252854497231,0,0,0
0.22913365905413,0.234010171226474,0.171419042940668,0.156042002093626,0.137308825049142,0.149308673747113,0.0851770091817975,0,0,0,0
0.220403818668355,0.189557678227928,0.181624277271278,0.158231944473487,0.134159681971629,0.0914638099708373,0.0821615364785089,0.0850932054354092,0,0,0
0.219438740311106,0.209946177850162,0.160848024704984,0.126983830138108,0.136715158033583,0.111055201542248,0.103665816093992,0,0,0,0
0.224752137102516,0.18647315743507,0.213054520032638,0.165954314438775,0.109210269435982,0.115444462431954,0.0830191156738613,0.0797366287965051,0.0722024773355651,0,0
0.224468603303975,0.194717323343911,0.154237395312728,0.138252628855907,0.147987330101918,0.117956418637148,0.0898502811418332,0.0811958712595785,0,0,0
0.242620017290536,0.174427971134673,0.158070804281402,0.148191711368041,0.110672827137627,0.154980433322255,0.101082147663968,0,0,0,0
0.216398798001706,0.167588871396058,0.19131838815712,0.166285792739513,0.16423870332239,0.108594381439134,0.0904529317581025,0.0883915737724354,0,0,0
0.239536518920411,0.208317654568114,0.181822434262894,0.185946959923324,0.157520040464812,0.105530555295269,0.0961670345193623,0.0732497742913243,0,0,0
0.179127979942015,0.168186140352965,0.146433722339768,0.156766180900866,0.121482401159499,0.108492986324467,0.0743557837678717,0.0929881224384184,0,0,0
0.19271843165354,0.207224281137238,0.196786258241051,0.170073033636645,0.149172598180895,0.104495931761627,0.103837430900165,0,0.0702755879179525,0,0
0.198119902431242,0.177513851707226,0.169027222500889,0.159260436038342,0.142790126879369,0.122459357792005,0.108823038170705,0,0,0,0
0.237368075194532,0.190739217180327,0.15930656874494,0.139277891797227,0.136940203759607,0.085969913046151,0.113722154732542,0.0758747311097295,0,0,0
0.202125495109974,0.190082985502696,0.166374642920023,0.165295632566582,0.159557342704791,0.107141283436247,0.0819726875918275,0,0,0,0
0.213385028428427,0.189500677992214,0.175641526938139,0.17765883305359,0.124359636788645,0.0946310178119558,0.0944926695439084,0,0,0,0
0.221364550023163,0.194210103245503,0.165279468857406,0.159699668327901,0.144937941665074,0.111223841999178,0.0788410800945234,0,0,0,0
0.225408258712016,0.185288667153662,0.174863861478725,0.197566975071461,0.11382503813942,0.106022982302303,0.0988730062315532,0.0724005503699559,0,0,0
0.188136061747454,0.222551336480567,0.193499231174072,0.167539351420064,0.116539527487091,0.0976168095731242,0.0918087553284884,0.0743282577306133,0,0,0
0.219419662649955,0.180635117140985,0.168754072051758,0.204003210085705,0.127883692277768,0.0950979406233566,0,0.0729122583666535,0,0,0
0.22550881423741,0.193718556054241,0.166700731511249,0.160697113724144,0.147644629504843,0.112771314531265,0.0936960509616221,0,0,0,0
0.22453205999938,0.207651059407045,0.154494358940918,0.13880523623663,0.141349638654888,0.121621141827185,0.0976307951438759,0,0,0,0
0.215248115492955,0.185816841282852,0.230202450631079,0.12470978656391,0.110615847399342,0.102625861645571,0.109225215745162,0,0,0,0
0.22892737719799,0.192400792515448,0.189197346416349,0.142061364514213,0.152775205119945,0.117282513556219,0.0707750220552463,0.0836982486676161,0,0,0
0.231890322533222,0.191509938085878,0.146764283087201,0.151909421191512,0.142071004249287,0.10624833105397,0.0946818478002065,0,0,0,0
0.211112153579385,0.208464597230083,0,0.189877809481781,0.112932414216768,0.0925578863041172,0.08272641447202,0,0,0,0
0.24386913240631,0.162536722749824,0.174206308364769,0.137190276372703,0.152229993097395,0.10657584973226,0.0754608604470563,0.0726851831337209,0,0,0
0.209445272577466,0.167721799827107,0.180482273970743,0.145409754084029,0.132677907934796,0.121703697104363,0.0969617901169104,0,0,0,0
0.218163207140918,0.161738099835464,0.135818026605209,0.139812045777324,0.147621205827046,0.11303830089881,0.0965188322017472,0,0,0,0
0.177603147042213,0.172452539974006,0.119762361740136,0.135825749623553,0.145980850359937,0,0.1034389208085,0,0,0,0
0.188079754957834,0.204893508673656,0.186456375407348,0.143376572993608,0,0.112419249760305,0.0770071134117976,0,0,0,0
0.208750990625191,0.201210348262625,0.182198518308052,0.173794646696321,0.112637600892137,0,0.0947925703928782,0.0926353453521408,0,0,0
0.195953855745471,0.195504377575799,0.158325892525962,0.142768267945565,0.107368821775581,0,0.0746982836822898,0.0706722271748582,0,0,0
0.222426928010653,0.207118818694018,0.160830989809108,0.15003793912165,0.122194554309005,0.108590097376327,0.0951128339643447,0,0,0,0
0,0.221442870594526,0.199631417532571,0.164111570561184,0.129153065095373,0.141062637862323,0.0950241097536927,0.07793674674982,0,0,0
0.203211340849902,0.188725943299329,0.165785614646672,0.134162556026385,0.133445751577439,0.0989360509941187,0.105664447520765,0,0,0,0
